pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"ZE1 0EL","ZE1  0EL","ZE1 0EL","198001","","0","447483","1141286","1","S00129057","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","5B3",60.153308,-1.146564,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EN","ZE1  0EN","ZE1 0EN","198001","","0","447451","1141291","1","S00129057","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","5B3",60.153356,-1.147140,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EP","ZE1  0EP","ZE1 0EP","198001","","0","447431","1141186","1","S00129057","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","5B3",60.152416,-1.147524,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EQ","ZE1  0EQ","ZE1 0EQ","198001","","0","447402","1141240","1","S00129062","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012398","S02002324","S34002513","S03000037","S99999999","S99999999","5","5B2",60.152904,-1.148034,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0ER","ZE1  0ER","ZE1 0ER","198001","","0","447259","1141547","1","S00129062","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012398","S02002324","S34002513","S03000037","S99999999","S99999999","5","5B2",60.155677,-1.150538,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0ES","ZE1  0ES","ZE1 0ES","198001","","0","447354","1141608","1","S00129063","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001210","S99999999","S01012398","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.156213,-1.148813,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0ET","ZE1  0ET","ZE1 0ET","198001","","0","447291","1141271","1","S00129133","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001212","S99999999","S01012395","S02002324","S34002513","S03000037","S99999999","S99999999","5","7D1",60.153195,-1.150026,"S99999999","S99999999","S23000009",5395,"S99999999","S99999999"
"ZE1 0EU","ZE1  0EU","ZE1 0EU","199205","","0","447408","1141463","1","S00129063","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001210","S99999999","S01012398","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.154905,-1.147874,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EW","ZE1  0EW","ZE1 0EW","199405","","0","447302","1141621","1","S00129063","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001210","S99999999","S01012398","S02002324","S34002495","S03000037","S99999999","S99999999","5","7D1",60.156336,-1.149746,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EX","ZE1  0EX","ZE1 0EX","198001","","0","447645","1141379","1","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.154124,-1.143625,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0EY","ZE1  0EY","ZE1 0EY","199512","","0","445902","1140285","1","S00129085","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001215","S99999999","S01012392","S02002323","S34002508","S03000037","S99999999","S99999999","5","6A2",60.144501,-1.175262,"S99999999","S99999999","S23000009",4585,"S99999999","S99999999"
"ZE1 0EZ","ZE1  0EZ","ZE1 0EZ","199606","","0","447622","1141378","1","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.154117,-1.144040,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0FA","ZE1  0FA","ZE1 0FA","199207","199412","1","447600","1141360","8","S00129058","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012398","S02002324","S34002497","S03000037","S99999999","S99999999","5","5B3",60.153958,-1.144440,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0FB","ZE1  0FB","ZE1 0FB","199302","","0","446482","1142467","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001214","S99999999","S01012401","S02002324","S34000594","S03000037","S99999999","S99999999","5","7C3",60.164025,-1.164323,"S99999999","S99999999","S23000009",2548,"S99999999","S99999999"
"ZE1 0FD","ZE1  0FD","ZE1 0FD","201005","","0","447748","1141123","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.151823,-1.141837,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0FE","ZE1  0FE","ZE1 0FE","201605","","0","447717","1141255","1","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.153012,-1.142364,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0FG","ZE1  0FG","ZE1 0FG","201804","","0","447709","1141252","5","S00129053","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A1",60.152986,-1.142509,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0FL","ZE1  0FL","ZE1 0FL","199612","","0","447836","1141183","1","S00129055","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012397","S02002324","S34002511","S03000037","S99999999","S99999999","5","7A1",60.152342,-1.140231,"S99999999","S99999999","S23000009",3497,"S99999999","S99999999"
"ZE1 0FN","ZE1  0FN","ZE1 0FN","200106","","0","447851","1141210","1","S00129054","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012397","S02002324","S34002511","S03000037","S99999999","S99999999","5","5B3",60.152592,-1.139962,"S99999999","S99999999","S23000009",3497,"S99999999","S99999999"
"ZE1 0GA","ZE1  0GA","ZE1 0GA","199405","","0","446050","1140846","1","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001208","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.149521,-1.172471,"S99999999","S99999999","S23000009",4876,"S99999999","S99999999"
"ZE1 0GB","ZE1  0GB","ZE1 0GB","199405","","0","446122","1140918","1","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001208","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.150159,-1.171158,"S99999999","S99999999","S23000009",4876,"S99999999","S99999999"
"ZE1 0GD","ZE1  0GD","ZE1 0GD","199405","","0","446252","1140866","1","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001208","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.149678,-1.168829,"S99999999","S99999999","S23000009",4876,"S99999999","S99999999"
"ZE1 0GE","ZE1  0GE","ZE1 0GE","199405","","0","446061","1140729","1","S00129036","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001208","S99999999","S01012393","S02002323","S34002522","S03000037","S99999999","S99999999","5","1A4",60.148469,-1.172299,"S99999999","S99999999","S23000009",4876,"S99999999","S99999999"
"ZE1 0GF","ZE1  0GF","ZE1 0GF","199405","","0","446596","1140523","1","S00129041","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001209","S99999999","S01012394","S02002323","S34002510","S03000037","S99999999","S99999999","5","1C3",60.146559,-1.162713,"S99999999","S99999999","S23000009",2854,"S99999999","S99999999"
"ZE1 0GG","ZE1  0GG","ZE1 0GG","199405","","0","447711","1141235","1","S00129049","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A2",60.152833,-1.142477,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0GH","ZE1  0GH","ZE1 0GH","199405","","0","447744","1141199","1","S00129049","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","7A2",60.152506,-1.141891,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0GJ","ZE1  0GJ","ZE1 0GJ","199612","","0","447683","1141163","1","S00129051","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","8C2",60.152180,-1.142991,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0GN","ZE1  0GN","ZE1 0GN","199612","","0","447620","1141149","1","S00129051","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012396","S02002324","S34002502","S03000037","S99999999","S99999999","5","8C2",60.152062,-1.144129,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0GQ","ZE1  0GQ","ZE1 0GQ","199612","","0","447548","1141040","1","S00129046","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012396","S02002324","S34002498","S03000037","S99999999","S99999999","5","8C1",60.151092,-1.145451,"S99999999","S99999999","S23000009",4509,"S99999999","S99999999"
"ZE1 0GR","ZE1  0GR","ZE1 0GR","201609","","0","446571","1141641","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001221","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.156609,-1.162915,"S99999999","S99999999","S23000009",4861,"S99999999","S99999999"
"ZE1 0GS","ZE1  0GS","ZE1 0GS","201510","","0","445813","1141923","1","S00129140","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001214","S99999999","S01012401","S02002324","S34000595","S03000037","S99999999","S99999999","5","7C3",60.159227,-1.176504,"S99999999","S99999999","S23000009",2548,"S99999999","S99999999"
"ZE1 0GT","ZE1  0GT","ZE1 0GT","201307","","0","445935","1141835","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001221","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.158423,-1.174326,"S99999999","S99999999","S23000009",4861,"S99999999","S99999999"
"ZE1 0GU","ZE1  0GU","ZE1 0GU","201308","","0","445859","1141853","1","S00129114","S99999999","S99999999","S12000027","S13002775","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001221","S99999999","S01012402","S02002325","S34002508","S03000037","S99999999","S99999999","8","1A1",60.158583,-1.175684,"S99999999","S99999999","S23000009",4861,"S99999999","S99999999"
"ZE1 0GY","ZE1  0GY","ZE1 0GY","201011","","0","447150","1141019","1","S00129045","S99999999","S99999999","S12000027","S13002778","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001211","S99999999","S01012395","S02002324","S34002498","S03000037","S99999999","S99999999","5","5B2",60.150949,-1.152623,"S99999999","S99999999","S23000009",5395,"S99999999","S99999999"
"ZE1 0GZ","ZE1  0GZ","ZE1 0GZ","201003","","0","447533","1141622","1","S00129087","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012400","S02002324","S34002515","S03000037","S99999999","S99999999","5","7A2",60.156328,-1.145593,"S99999999","S99999999","S23000009",3102,"S99999999","S99999999"
"ZE1 0HA","ZE1  0HA","ZE1 0HA","198001","","0","447535","1141403","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154352,-1.145601,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
"ZE1 0HB","ZE1  0HB","ZE1 0HB","198001","","0","447500","1141412","1","S00129059","S99999999","S99999999","S12000027","S13002777","S08000026","S99999999","S92000003","S99999999","S14000051","S15000001","S09000003","S22000039","S03000037","S31001213","S99999999","S01012398","S02002324","S34002503","S03000037","S99999999","S99999999","5","7A1",60.154447,-1.146236,"S99999999","S99999999","S23000009",3591,"S99999999","S99999999"
